subject,scenario,estimated_respiration_rate,estimated_freq,gt_respiration_rate,gt_freq
Proband11,203_translation_movement,10.0,0.16666666666666666,17.558745078115077,0.29264575130191794
Proband12,101_natural_lighting,13.5,0.225,14.14095238095238,0.23568253968253966
Proband12,103_abrupt_changing_lighting,15.499999999999998,0.2583333333333333,15.60579121158242,0.26009652019304036
Proband12,104_dim_lighting_auto_exposure,10.0,0.16666666666666666,12.193572970913248,0.20322621618188746
Proband12,201_shouldercheck,10.0,0.16666666666666666,18.53423091578814,0.30890384859646897
Proband12,202_scale_movement,10.0,0.16666666666666666,9.756097560975611,0.1626016260162602
Proband12,203_translation_movement,18.5,0.30833333333333335,20.48780487804878,0.34146341463414637
Proband13,101_natural_lighting,18.0,0.3,18.046487996951605,0.3007747999491934
Proband13,103_abrupt_changing_lighting,14.5,0.24166666666666667,16.579047619047618,0.2763174603174603
Proband13,104_dim_lighting_auto_exposure,6.0,0.1,19.054707852623743,0.3175784642103957
Proband13,201_shouldercheck,17.5,0.2916666666666667,17.558745078115077,0.29264575130191794
Proband13,202_scale_movement,10.0,0.16666666666666666,9.756097560975611,0.1626016260162602
Proband13,203_translation_movement,12.0,0.2,18.53423091578814,0.30890384859646897
Proband14,101_natural_lighting,14.5,0.24166666666666667,14.632287565095897,0.24387145941826496
Proband14,103_abrupt_changing_lighting,14.0,0.23333333333333334,11.215238095238094,0.1869206349206349
Proband14,104_dim_lighting_auto_exposure,6.0,0.1,15.607773402768958,0.26012955671281596
Proband14,201_shouldercheck,12.0,0.2,11.705830052076719,0.19509716753461198
Proband14,202_scale_movement,10.0,0.16666666666666666,11.218087133240187,0.18696811888733647
Proband14,203_translation_movement,12.5,0.20833333333333334,12.193572970913248,0.20322621618188746
Proband15,101_natural_lighting,6.5,0.10833333333333334,13.658536585365855,0.22764227642276424
Proband15,103_abrupt_changing_lighting,16.5,0.275,11.186827105763143,0.18644711842938572
Proband15,104_dim_lighting_auto_exposure,6.0,0.1,13.169058808586307,0.21948431347643846
Proband15,201_shouldercheck,7.0,0.11666666666666667,10.242601295567129,0.17071002159278548
Proband15,202_scale_movement,21.5,0.35833333333333334,9.754858376730597,0.16258097294550997
Proband15,203_translation_movement,8.5,0.14166666666666666,7.8048780487804885,0.13008130081300814
Proband16,101_natural_lighting,8.0,0.13333333333333333,11.219512195121952,0.1869918699186992
Proband16,103_abrupt_changing_lighting,12.0,0.2,3.880747852450733,0.06467913087417888
Proband16,104_dim_lighting_auto_exposure,6.0,0.1,13.169058808586307,0.21948431347643846
Proband16,201_shouldercheck,10.5,0.175,6.829268292682928,0.11382113821138212
Proband16,202_scale_movement,10.0,0.16666666666666666,9.756097560975611,0.1626016260162602
Proband16,203_translation_movement,10.5,0.175,7.8009141696292525,0.13001523616048755
Proband17,101_natural_lighting,8.0,0.13333333333333333,20.283313325330134,0.33805522208883554
Proband17,103_abrupt_changing_lighting,6.0,0.1,17.92807570977918,0.298801261829653
Proband17,104_dim_lighting_auto_exposure,6.0,0.1,17.07100215927855,0.28451670265464246
Proband17,201_shouldercheck,18.5,0.30833333333333335,16.474447949526816,0.2745741324921136
Proband17,202_scale_movement,10.0,0.16666666666666666,15.607773402768958,0.26012955671281596
Proband17,203_translation_movement,11.0,0.18333333333333332,15.568225009502092,0.25947041682503486
Proband18,101_natural_lighting,14.0,0.23333333333333334,14.144544646259368,0.23574241077098945
Proband18,103_abrupt_changing_lighting,7.0,0.11666666666666667,15.979823455233293,0.2663303909205549
Proband18,104_dim_lighting_auto_exposure,6.0,0.1,16.493178372915615,0.2748863062152603
Proband18,201_shouldercheck,10.5,0.175,17.07750952986023,0.2846251588310038
Proband18,202_scale_movement,8.5,0.14166666666666666,17.5609756097561,0.29268292682926833
Proband18,203_translation_movement,10.0,0.16666666666666666,19.02439024390244,0.3170731707317074
Proband19,101_natural_lighting,20.0,0.3333333333333333,19.99745967229773,0.33329099453829547
Proband19,103_abrupt_changing_lighting,6.0,0.1,22.923917185316906,0.3820652864219484
Proband19,104_dim_lighting_auto_exposure,7.0,0.11666666666666667,22.436174266480375,0.37393623777467294
Proband19,201_shouldercheck,6.5,0.10833333333333334,22.439024390243905,0.3739837398373984
Proband19,202_scale_movement,10.0,0.16666666666666666,8.779372539057539,0.14632287565095897
Proband19,203_translation_movement,10.0,0.16666666666666666,5.365172107201829,0.08941953512003048
Proband20,101_natural_lighting,6.0,0.1,14.637865311308767,0.2439644218551461
Proband20,103_abrupt_changing_lighting,13.5,0.225,13.653333333333332,0.22755555555555554
Proband20,104_dim_lighting_auto_exposure,6.0,0.1,14.632287565095897,0.24387145941826496
Proband20,201_shouldercheck,14.0,0.23333333333333334,13.656801727422838,0.22761336212371397
Proband20,202_scale_movement,14.0,0.23333333333333334,10.242601295567129,0.17071002159278548
Proband20,203_translation_movement,10.0,0.16666666666666666,10.242601295567129,0.17071002159278548
Proband21,101_natural_lighting,6.0,0.1,14.173870811073336,0.2362311801845556
Proband21,103_abrupt_changing_lighting,6.0,0.1,13.651599796851192,0.2275266632808532
Proband21,104_dim_lighting_auto_exposure,17.5,0.2916666666666667,17.55205688166582,0.292534281361097
Proband21,201_shouldercheck,10.0,0.16666666666666666,17.07100215927855,0.28451670265464246
Proband21,202_scale_movement,9.0,0.15,9.754858376730597,0.16258097294550997
Proband21,203_translation_movement,10.0,0.16666666666666666,18.090568214594754,0.30150947024324587
Proband22,101_natural_lighting,6.5,0.10833333333333334,16.773335865539835,0.27955559775899724
Proband22,103_abrupt_changing_lighting,13.5,0.225,20.8009286128845,0.34668214354807503
Proband22,104_dim_lighting_auto_exposure,6.0,0.1,22.926829268292686,0.3821138211382114
Proband22,201_shouldercheck,20.5,0.3416666666666667,19.99745967229773,0.33329099453829547
Proband22,202_scale_movement,10.0,0.16666666666666666,10.242601295567129,0.17071002159278548
Proband22,203_translation_movement,10.0,0.16666666666666666,10.242601295567129,0.17071002159278548
Proband23,101_natural_lighting,6.0,0.1,7.806861499364675,0.1301143583227446
Proband23,103_abrupt_changing_lighting,7.5,0.125,3.412899949212798,0.0568816658202133
Proband23,104_dim_lighting_auto_exposure,6.5,0.10833333333333334,7.8009141696292525,0.13001523616048755
Proband23,201_shouldercheck,11.0,0.18333333333333332,4.878048780487806,0.0813008130081301
Proband23,202_scale_movement,10.0,0.16666666666666666,8.779372539057539,0.14632287565095897
Proband23,203_translation_movement,10.0,0.16666666666666666,16.58325924044202,0.276387654007367
Proband24,101_natural_lighting,19.5,0.325,19.946788293424554,0.3324464715570759
Proband24,103_abrupt_changing_lighting,6.0,0.1,20.96761904761905,0.34946031746031747
Proband24,104_dim_lighting_auto_exposure,6.0,0.1,21.951219512195124,0.3658536585365854
Proband24,201_shouldercheck,7.0,0.11666666666666667,21.463414634146346,0.3577235772357724
Proband24,202_scale_movement,10.0,0.16666666666666666,10.24390243902439,0.17073170731707318
Proband24,203_translation_movement,10.0,0.16666666666666666,21.948431347643847,0.36580718912739746
Proband25,101_natural_lighting,20.0,0.3333333333333333,20.000000000000004,0.33333333333333337
Proband25,103_abrupt_changing_lighting,14.5,0.24166666666666667,14.626714068054849,0.24377856780091414
Proband25,104_dim_lighting_auto_exposure,6.0,0.1,17.5609756097561,0.29268292682926833
Proband25,201_shouldercheck,7.5,0.125,15.60579121158242,0.26009652019304036
Proband25,202_scale_movement,20.5,0.3416666666666667,14.632287565095897,0.24387145941826496
Proband25,203_translation_movement,9.0,0.15,14.144544646259368,0.23574241077098945
Proband26,101_natural_lighting,7.5,0.125,14.149936467598474,0.23583227445997457
Proband26,103_abrupt_changing_lighting,16.0,0.26666666666666666,16.089385474860336,0.2681564245810056
Proband26,104_dim_lighting_auto_exposure,6.0,0.1,13.164042661249363,0.21940071102082273
Proband26,201_shouldercheck,17.5,0.2916666666666667,17.565438373570522,0.29275730622617535
Proband26,202_scale_movement,20.0,0.3333333333333333,10.246505717916136,0.17077509529860227
Proband26,203_translation_movement,10.0,0.16666666666666666,15.120030483932428,0.2520005080655405
